Transaction_ID,Date,Description,Amount,Payment_Method,Category
TXN004281,2024-12-06,MedPlus Pharmacy,7680.56,Credit Card,Healthcare
TXN004282,2024-10-01,MUSEUM TICKET INDIA,2045.44,Wallet,Entertainment
TXN004283,2025-11-05,XBOX STORE ONLINE,3849.14,Credit Card,Entertainment
TXN004284,2024-12-10,GIFT SHOP #4892,20810.87,Debit Card,Shopping
TXN004285,2025-09-03,MICROSOFT CERTIFICATION EXAM INDIA,11526.29,UPI,Education
TXN004286,2026-02-08,VISTARA FLIGHT INDIA,3802.48,Debit Card,Travel
TXN004287,2025-09-22,JIO RECHARGE ONLINE,10110.85,Net Banking,Bills
TXN004288,2025-03-28,EATSURE ORDER #5083,176.63,Cash,Food
TXN004289,2024-11-01,UPI CODING BLOCKS COURSE,85579.47,Credit Card,Education
TXN004290,2026-02-05,POS CAB FUEL,4001.32,Wallet,Fuel
TXN004291,2026-05-10,NARAYANA HEALTH INDIA,1047.82,Credit Card,Healthcare
TXN004292,2025-11-08,UPI RECEIVED,116624.14,Net Banking,Income
TXN004293,2024-04-23,POS MOBILE RECHARGE,7801.63,UPI,Bills
TXN004294,2024-07-27,YOUTUBE REVENUE,51915.19,Wallet,Income
TXN004295,2024-12-27,UPI DONATION,5185.16,UPI,Other
TXN004296,2025-12-25,SHARE MARKET INVESTMENT #1787,28571.68,Wallet,Investment
TXN004297,2025-11-30,THEATRE TICKET #6071,4794.38,Wallet,Entertainment
TXN004298,2024-07-01,HOME DECOR PURCHASE ONLINE,6816.81,Credit Card,Shopping
TXN004299,2026-06-27,DRY CLEANING INDIA,449.49,Net Banking,Other
TXN004300,2024-11-30,UPI GARDENING SERVICE,6949.54,Debit Card,Other
TXN004301,2026-05-06,POS STATIONERY SHOP,7937.31,Credit Card,Shopping
TXN004302,2025-02-14,UPI RESTAURANT BILL,794.53,Debit Card,Food
TXN004303,2026-05-01,POS EATSURE ORDER,272.58,Debit Card,Food
TXN004304,2024-02-02,EXAM REGISTRATION FEE #4281,80511.55,UPI,Education
TXN004305,2026-05-03,MAINLAND CHINA,863.03,UPI,Food
TXN004306,2026-01-25,VILLA RENT INDIA,34266.29,Credit Card,Rent
TXN004307,2025-05-23,FRESHMENU PUNE,359.3,Cash,Food
TXN004308,2024-12-24,IMPS TRANSFER PUNE,4945.68,Wallet,Other
TXN004309,2025-03-12,TAXI FARE INDIA,7493.34,Net Banking,Travel
TXN004310,2026-06-21,LEASE PAYMENT #5405,39776.57,UPI,Rent
TXN004311,2026-05-04,UPI CHINESE RESTAURANT,1350.23,Wallet,Food
TXN004312,2026-04-29,UPI TATA POWER BILL,5533.62,Cash,Bills
TXN004313,2025-07-29,AMAZON INDIA #8153,22467.71,Cash,Shopping
TXN004314,2024-07-18,CHEQUE DEPOSIT INDIA,6729.42,Debit Card,Other
TXN004315,2025-11-11,POS CONSULTING INCOME,155148.55,Credit Card,Income
TXN004316,2024-05-25,NEFT Transfer,4636.15,UPI,Other
TXN004317,2024-08-08,UPI JIO FIBER BILL,10761.2,Debit Card,Bills
TXN004318,2025-11-22,PENSION CONTRIBUTION,58976.06,UPI,Investment
TXN004319,2024-07-27,POS COMMERCIAL VEHICLE FUEL,390.89,Credit Card,Fuel
TXN004320,2025-07-10,Car Fuel,4595.47,Cash,Fuel
TXN004321,2026-06-06,UPI UNACADEMY SUBSCRIPTION,92937.36,Cash,Education
TXN004322,2026-03-29,UPI BIG BAZAAR,4399.15,Wallet,Shopping
TXN004323,2024-05-11,PHYSICS WALLAH COURSE ONLINE,87308.86,Credit Card,Education
TXN004324,2024-01-16,UPI COFFEE PURCHASE,1087.67,Net Banking,Food
TXN004325,2024-08-17,ANGEL ONE INVESTMENT PUNE,196270.04,Credit Card,Investment
TXN004326,2025-05-01,Max Fashion,8714.67,UPI,Shopping
TXN004327,2025-10-02,POS UBER RIDE,935.29,Debit Card,Travel
TXN004328,2025-03-05,SNACKS PURCHASE INDIA,909.84,Wallet,Food
TXN004329,2025-02-10,POS NETMEDS ORDER,4404.71,Debit Card,Healthcare
TXN004330,2025-05-09,HP FUEL STATION PUNE,1975.83,Debit Card,Fuel
TXN004331,2025-01-21,BOOKMYSHOW MOVIE,4044.76,Credit Card,Entertainment
TXN004332,2026-06-20,POS ENT CONSULTATION,7305.28,UPI,Healthcare
TXN004333,2024-03-03,COMPANY SALARY ONLINE,11547.59,Cash,Income
TXN004334,2024-01-18,NETFLIX SUBSCRIPTION,3721.34,Debit Card,Entertainment
TXN004335,2024-05-23,UBER AUTO,4351.14,UPI,Travel
TXN004336,2024-04-27,UNIVERSITY FEE,69519.07,Net Banking,Education
TXN004337,2024-01-19,SALARY CREDIT #6884,237972.73,Net Banking,Income
TXN004338,2024-12-20,POS SAMSUNG STORE,4377.7,Cash,Shopping
TXN004339,2025-02-02,SHARE MARKET INVESTMENT #7746,50571.49,UPI,Investment
TXN004340,2025-09-17,RENTAL INCOME PUNE,19204.79,Wallet,Income
TXN004341,2025-01-10,POS FREELANCE PAYMENT,233222.97,UPI,Income
TXN004342,2024-08-01,Hospital Bill,9633.88,Wallet,Healthcare
TXN004343,2026-03-29,DIVIDEND CREDIT PUNE,77979.02,Cash,Income
TXN004344,2026-03-09,POS HP GAS BOOKING,8215.06,Cash,Bills
TXN004345,2026-01-06,SILVER INVESTMENT PUNE,80716.63,Cash,Investment
TXN004346,2024-02-24,TATA POWER EV CHARGING #8936,2172.51,UPI,Fuel
TXN004347,2025-11-18,MUSEUM TICKET,3979.84,Net Banking,Entertainment
TXN004348,2026-03-29,AKASA AIR TICKET INDIA,2647.16,Credit Card,Travel
TXN004349,2026-04-29,BHARAT PETROLEUM INDIA,4370.1,UPI,Fuel
TXN004350,2026-06-27,HYPERMARKET PURCHASE ONLINE,17077.38,Debit Card,Shopping
TXN004351,2024-02-25,UPI BOND INVESTMENT,163474.51,Net Banking,Investment
TXN004352,2024-06-30,POS MAKEMYTRIP HOTEL,2680.5,UPI,Travel
TXN004353,2024-10-27,LIBRARY FEE PUNE,61523.44,Cash,Education
TXN004354,2025-11-17,CNG REFILL #4072,4074.43,Credit Card,Fuel
TXN004355,2024-09-23,GAMING PURCHASE,1192.52,Wallet,Entertainment
TXN004356,2025-06-06,BEST BUS TICKET INDIA,1946.57,Cash,Travel
TXN004357,2025-03-25,X-RAY CHARGES INDIA,4258.55,Wallet,Healthcare
TXN004358,2024-11-29,UPI ROOM RENT,46821.36,Cash,Rent
TXN004359,2025-06-23,HOUSE RENT INDIA,38291.28,UPI,Rent
TXN004360,2025-02-15,PUBG UC Purchase,2789.69,Wallet,Entertainment
TXN004361,2025-07-09,OTT SUBSCRIPTION #4126,436.18,Cash,Bills
TXN004362,2026-01-19,RETIREMENT FUND,65953.86,Net Banking,Investment
TXN004363,2024-11-12,Pepperfry,8355.28,Net Banking,Shopping
TXN004364,2024-05-29,CODECHEF SUBSCRIPTION INDIA,81902.18,Wallet,Education
TXN004365,2024-09-09,PARKING SPACE RENT,26269.01,Debit Card,Rent
TXN004366,2026-03-09,SWIGGY PUNE #1111,123.4,Credit Card,Food
TXN004367,2024-11-20,POS IMPS CREDIT,32267.38,Net Banking,Income
TXN004368,2026-05-05,BUS FUEL,4208.5,Debit Card,Fuel
TXN004369,2025-01-06,Lease Payment,21091.23,Net Banking,Rent
TXN004370,2025-08-07,NEFT Credit,186646.78,Cash,Income
TXN004371,2024-08-30,HOSPITAL BILL PUNE,8617.5,UPI,Healthcare
TXN004372,2026-04-21,NOTEBOOK PURCHASE PUNE,36055.55,Credit Card,Education
TXN004373,2024-05-18,UPI OFFLINE SHOPPING,10642.83,Debit Card,Shopping
TXN004374,2025-11-27,GOLD INVESTMENT PUNE,57997.31,Cash,Investment
TXN004375,2025-10-26,LUNCH EXPENSE #9482,959.02,Cash,Food
TXN004376,2025-06-11,KITCHEN APPLIANCES,758.53,Net Banking,Shopping
TXN004377,2025-09-12,ADVANCE RENT PUNE,8371.75,Debit Card,Rent
TXN004378,2025-09-20,NOTEBOOK PURCHASE,95276.1,Wallet,Education
TXN004379,2025-05-26,POS KITCHEN APPLIANCES,14749.28,Cash,Shopping
TXN004380,2026-04-21,Smallcase Investment,30698.01,Wallet,Investment
TXN004381,2025-03-18,PG RENT ONLINE,18909.3,Net Banking,Rent
TXN004382,2025-12-26,AIRTEL XSTREAM FIBER PUNE,475.35,UPI,Bills
TXN004383,2025-06-05,POS STEAM PURCHASE,3354.78,Cash,Entertainment
TXN004384,2024-07-11,UPI ULTRASOUND SCAN,14030.28,Credit Card,Healthcare
TXN004385,2025-01-02,UPI VILLA RENT,18469.16,Cash,Rent
TXN004386,2025-10-26,WATER PARK ENTRY PUNE,2804.1,Debit Card,Entertainment
TXN004387,2025-10-16,EV CHARGING STATION ONLINE,4847.29,UPI,Fuel
TXN004388,2024-09-04,POS APARTMENT RENT,9147.64,Net Banking,Rent
TXN004389,2026-06-20,RENTAL PAYMENT,17795.61,Net Banking,Rent
TXN004390,2024-07-17,Toy Store,7208.57,Credit Card,Shopping
TXN004391,2024-07-20,Goibibo Hotel,7528.67,Debit Card,Travel
TXN004392,2025-09-28,RAILWAY PLATFORM TICKET PUNE,1168.1,UPI,Travel
TXN004393,2024-07-22,VITAMIN SUPPLEMENTS INDIA,9665.77,Debit Card,Healthcare
TXN004394,2024-02-05,MESS PAYMENT INDIA,188.14,Cash,Food
TXN004395,2024-08-01,RESTAURANT BILL ONLINE,1169.59,Wallet,Food
TXN004396,2026-04-24,MONEY TRANSFER PUNE,3195.35,Credit Card,Other
TXN004397,2025-06-05,AUTO RICKSHAW FARE,7153.53,Wallet,Travel
TXN004398,2025-08-06,FASTAG RECHARGE,2876.39,Cash,Fuel
TXN004399,2025-06-02,ORTHOPEDIC CONSULTATION ONLINE,3145.7,Net Banking,Healthcare
TXN004400,2026-05-11,DINEOUT PAYMENT ONLINE,472.6,Credit Card,Food
TXN004401,2024-05-30,POS COWORKING SPACE RENT,12987.48,Cash,Rent
TXN004402,2025-02-18,CONSULTING INCOME ONLINE,29693.24,Credit Card,Income
TXN004403,2025-02-01,NPTEL COURSE INDIA,72556.63,Credit Card,Education
TXN004404,2025-03-08,Laboratory Fee,60537.77,Wallet,Education
TXN004405,2026-03-29,UPI EV CHARGING STATION,4379.37,Debit Card,Fuel
TXN004406,2024-06-13,GOVERNMENT SERVICE FEE INDIA,147.76,Credit Card,Other
TXN004407,2024-08-18,Food Court,954.88,Wallet,Food
TXN004408,2024-01-05,MUNICIPAL CHARGES ONLINE,4552.6,Wallet,Other
TXN004409,2026-01-18,Printing Charges,7970.12,Cash,Other
TXN004410,2025-02-05,Blood Test,13132.64,Debit Card,Healthcare
TXN004411,2024-04-28,CLOUD STORAGE SUBSCRIPTION,7970.32,Net Banking,Bills
TXN004412,2024-10-14,AMAZON INDIA PUNE,8535.61,Wallet,Shopping
TXN004413,2024-02-02,WATCH PURCHASE,9892.62,Wallet,Shopping
TXN004414,2026-02-18,SKIN SPECIALIST INDIA,5261.67,Wallet,Healthcare
TXN004415,2024-07-22,UPI GOLD INVESTMENT,1488.95,Wallet,Investment
TXN004416,2025-01-15,POS SCALER ACADEMY,82891.62,Cash,Education
TXN004417,2024-02-18,CANVA PRO SUBSCRIPTION #1299,6641.58,Wallet,Bills
TXN004418,2025-03-13,UPI OFFICE LEASE,27874.0,UPI,Rent
TXN004419,2024-10-12,BOOKMYSHOW MOVIE PUNE,3984.1,Net Banking,Entertainment
TXN004420,2026-01-11,MOVIE TICKET,3459.74,Cash,Entertainment
TXN004421,2026-01-19,POS MONTHLY SALARY,90611.19,Cash,Income
TXN004422,2024-05-10,CANTEEN PAYMENT ONLINE,762.01,Cash,Food
TXN004423,2025-05-03,LEETCODE PREMIUM INDIA,69503.29,Net Banking,Education
TXN004424,2026-06-25,TEXTBOOK PURCHASE INDIA,34677.89,Debit Card,Education
TXN004425,2024-01-29,HOSTEL FEE,64809.09,Debit Card,Education
TXN004426,2024-10-07,NEFT TRANSFER #5877,6945.42,UPI,Other
TXN004427,2024-06-15,EQUITY INVESTMENT ONLINE,79158.87,Wallet,Investment
TXN004428,2024-01-05,1mg Medicine Order,13113.43,Debit Card,Healthcare
TXN004429,2026-01-03,STEAM PURCHASE INDIA,2995.21,Wallet,Entertainment
TXN004430,2024-05-23,Netflix Renewal,1779.54,Wallet,Entertainment
TXN004431,2024-03-21,JIO FIBER BILL ONLINE,5164.31,UPI,Bills
TXN004432,2025-10-02,INCENTIVE CREDIT ONLINE,234976.64,Wallet,Income
TXN004433,2024-07-10,INTEREST CREDIT,17444.24,Cash,Income
TXN004434,2024-08-13,ANNUAL BONUS,53037.1,Net Banking,Income
TXN004435,2024-11-06,REDBUS TICKET,3998.79,Credit Card,Travel
TXN004436,2026-01-23,SCHOLARSHIP CREDIT #2616,129498.81,UPI,Income
TXN004437,2025-12-29,Vehicle Refueling,4393.8,Credit Card,Fuel
TXN004438,2025-01-31,FESTIVAL BONUS INDIA,198579.78,Cash,Income
TXN004439,2024-06-28,UPI ULTRASOUND SCAN,8923.94,Credit Card,Healthcare
TXN004440,2026-03-16,MONTHLY SALARY #8967,226954.64,Debit Card,Income
TXN004441,2025-05-02,UPI RECEIVED,150234.44,Debit Card,Income
TXN004442,2025-04-22,LIBRARY FEE #1674,91455.68,UPI,Education
TXN004443,2025-02-25,ICE CREAM PARLOUR,758.23,Net Banking,Food
TXN004444,2026-01-24,IPL MATCH TICKET,852.96,Net Banking,Entertainment
TXN004445,2026-05-01,Ather Grid Charging,2346.85,Credit Card,Fuel
TXN004446,2025-09-10,VACCINATION #9429,8146.55,UPI,Healthcare
TXN004447,2026-04-20,UPI MONTHLY SALARY,168595.44,Credit Card,Income
TXN004448,2025-04-09,UPI YATRA FLIGHT BOOKING,6384.41,Net Banking,Travel
TXN004449,2025-09-18,SWIGGY BENGALURU,788.54,Wallet,Food
TXN004450,2026-03-10,NPS Contribution,56314.25,Cash,Investment
TXN004451,2025-09-19,UPI BASKIN ROBBINS,1491.18,Debit Card,Food
TXN004452,2026-01-19,COFFEE PURCHASE,219.1,Credit Card,Food
TXN004453,2025-05-19,OTHER TRANSACTION PUNE,3882.8,Credit Card,Other
TXN004454,2025-08-26,POS PANTALOONS,10076.13,Net Banking,Shopping
TXN004455,2025-08-15,IMPS CREDIT,191853.47,Net Banking,Income
TXN004456,2026-05-08,CHAT #7766,716.93,Cash,Food
TXN004457,2026-05-05,ADOBE CREATIVE CLOUD ONLINE,3163.1,Credit Card,Bills
TXN004458,2024-12-01,UPI TRAINING PROGRAM,62855.91,UPI,Education
TXN004459,2024-07-23,PARKING SPACE RENT #5324,29682.0,UPI,Rent
TXN004460,2026-04-01,VEHICLE FUEL #6114,4900.15,Debit Card,Fuel
TXN004461,2026-06-30,CISCO CERTIFICATION PUNE,13010.14,Debit Card,Education
TXN004462,2024-09-18,SHOP RENT,31064.55,Cash,Rent
TXN004463,2024-04-07,MUMBAI METRO INDIA,232.76,Net Banking,Travel
TXN004464,2025-06-17,North Indian Restaurant,655.88,Credit Card,Food
TXN004465,2024-05-29,POS APPLE APP STORE,1697.28,Credit Card,Entertainment
TXN004466,2026-02-03,PENSION CONTRIBUTION INDIA,48169.92,Credit Card,Investment
TXN004467,2025-01-07,RAILWAY PLATFORM TICKET INDIA,7232.78,Wallet,Travel
TXN004468,2024-07-03,SPOTIFY PREMIUM ONLINE,7358.42,Wallet,Bills
TXN004469,2024-05-14,Ultrasound Scan,12057.77,Debit Card,Healthcare
TXN004470,2025-09-10,1MG MEDICINE ORDER,11799.52,Cash,Healthcare
TXN004471,2025-07-19,HACKATHON REGISTRATION INDIA,60587.55,Cash,Education
TXN004472,2024-04-26,IRCTC TATKAL BOOKING PUNE,1865.2,Net Banking,Travel
TXN004473,2025-04-15,MUNICIPAL CHARGES #8455,1179.63,Wallet,Other
TXN004474,2025-04-07,Theatre Ticket,1667.3,UPI,Entertainment
TXN004475,2025-07-21,Apartment Maintenance,6677.38,Debit Card,Bills
TXN004476,2025-05-02,GOOGLE ADSENSE PAYMENT ONLINE,229357.95,Debit Card,Income
TXN004477,2024-01-19,UPI YOUTUBE PREMIUM,10009.72,Wallet,Bills
TXN004478,2024-08-22,UPI HOUSE CLEANING,3245.11,UPI,Other
TXN004479,2025-12-18,POS PUBG UC PURCHASE,4354.39,Debit Card,Entertainment
TXN004480,2026-01-11,BGMI UC PURCHASE,1293.58,Credit Card,Entertainment
TXN004481,2024-12-12,HP FUEL STATION,936.06,Credit Card,Fuel
TXN004482,2024-08-07,PORTFOLIO INVESTMENT ONLINE,17256.05,Wallet,Investment
TXN004483,2025-01-12,MICROSOFT CERTIFICATION EXAM PUNE,22258.07,Credit Card,Education
TXN004484,2025-03-23,ACCOMMODATION RENT #8276,13431.03,Net Banking,Rent
TXN004485,2024-05-27,POS BUSINESS INCOME,198290.84,Net Banking,Income
TXN004486,2025-09-16,GOLD INVESTMENT,97457.75,Debit Card,Investment
TXN004487,2026-06-03,UBER RIDE #9692,2758.0,Credit Card,Travel
TXN004488,2024-07-25,UPI COMMERCIAL VEHICLE FUEL,3597.11,Cash,Fuel
TXN004489,2025-01-17,HEALTH INSURANCE PREMIUM INDIA,10268.41,UPI,Healthcare
TXN004490,2024-10-16,Hotel Restaurant,610.31,Wallet,Food
TXN004491,2025-01-23,ZOMATO GOLD #1465,607.35,UPI,Food
TXN004492,2025-07-07,FURNITURE PURCHASE INDIA,332.09,Credit Card,Shopping
TXN004493,2025-09-01,BIRYANI BY KILO,1127.26,Cash,Food
TXN004494,2024-01-23,PERFORMANCE BONUS ONLINE,14537.93,Cash,Income
TXN004495,2024-09-24,STUDIO APARTMENT RENT INDIA,24836.1,Debit Card,Rent
TXN004496,2026-02-01,DIVIDEND CREDIT #4182,34247.73,Net Banking,Income
TXN004497,2024-02-01,GOOGLE ADSENSE PAYMENT,80330.18,Debit Card,Income
TXN004498,2025-11-11,SPICEJET FLIGHT ONLINE,719.95,Cash,Travel
TXN004499,2024-04-13,UPI MICROSOFT 365 SUBSCRIPTION,5153.74,Cash,Bills
TXN004500,2025-08-06,UPI SOCIETY MAINTENANCE RENT,7009.77,Debit Card,Rent
TXN004501,2025-10-20,CLOUD STORAGE SUBSCRIPTION ONLINE,3234.87,Cash,Bills
TXN004502,2026-06-04,PUNJABI DHABA INDIA,434.07,UPI,Food
TXN004503,2024-07-28,ZOMATO GOLD INDIA,1219.78,UPI,Food
TXN004504,2024-10-17,UPI X-RAY CHARGES,2987.5,Credit Card,Healthcare
TXN004505,2026-06-21,BEST BUS TICKET PUNE,2048.03,Debit Card,Travel
TXN004506,2025-01-07,Monthly Rent,42266.0,Net Banking,Rent
TXN004507,2024-04-01,UPI NAMMA METRO,1689.49,Credit Card,Travel
TXN004508,2025-04-09,GENERAL PHYSICIAN INDIA,14627.95,Wallet,Healthcare
TXN004509,2024-11-09,Studio Apartment Rent,20840.21,Credit Card,Rent
TXN004510,2024-01-13,RESTAURANT BILL PUNE,301.09,Wallet,Food
TXN004511,2024-07-02,Villa Rent,42130.67,Debit Card,Rent
TXN004512,2024-04-20,CLINIC CONSULTATION #6710,13664.95,Cash,Healthcare
TXN004513,2024-05-15,MSEDCL Electricity Bill,8703.19,UPI,Bills
TXN004514,2025-11-22,SKIN SPECIALIST PUNE,10062.53,Wallet,Healthcare
TXN004515,2024-02-04,DINNER EXPENSE #4442,983.72,Credit Card,Food
TXN004516,2025-11-14,FLIPKART GROCERY #6829,24350.49,Debit Card,Shopping
TXN004517,2024-09-06,SHARE MARKET INVESTMENT PUNE,46317.42,UPI,Investment
TXN004518,2025-07-11,OLA OUTSTATION ONLINE,2298.54,Credit Card,Travel
TXN004519,2025-02-11,CHATGPT PLUS SUBSCRIPTION ONLINE,11152.33,Credit Card,Bills
TXN004520,2026-03-10,VEDANTU CLASSES #6822,92115.09,UPI,Education
TXN004521,2026-01-18,HATHWAY BROADBAND ONLINE,7645.56,Credit Card,Bills
TXN004522,2025-07-04,INTERNSHIP STIPEND #5152,202553.69,Cash,Income
TXN004523,2026-04-24,UPI MONEY TRANSFER,4362.64,UPI,Other
TXN004524,2025-12-05,SEMINAR FEE INDIA,21235.58,Debit Card,Education
TXN004525,2024-07-10,WAREHOUSE RENT,28339.42,UPI,Rent
TXN004526,2024-10-27,Live Event Ticket,2307.21,Debit Card,Entertainment
TXN004527,2024-10-26,DENTAL CLINIC ONLINE,12407.34,UPI,Healthcare
TXN004528,2024-12-31,POS XBOX STORE,286.35,Credit Card,Entertainment
TXN004529,2024-08-31,POS PET CARE,7834.85,Credit Card,Other
TXN004530,2026-04-05,Google AdSense Payment,90237.68,Cash,Income
TXN004531,2025-04-11,GARDENING SERVICE ONLINE,2113.32,Cash,Other
TXN004532,2024-01-17,WEALTH MANAGEMENT,104848.34,Wallet,Investment
TXN004533,2024-10-16,UPI PETROL BUNK,1533.2,Debit Card,Fuel
TXN004534,2025-12-17,FINANCIAL INVESTMENT ONLINE,178165.87,Net Banking,Investment
TXN004535,2025-05-27,CAR FUEL ONLINE,3102.38,Debit Card,Fuel
TXN004536,2026-06-05,Refund Received,233201.78,Net Banking,Income
TXN004537,2026-02-01,Long Drive Fuel,2793.7,Net Banking,Fuel
TXN004538,2024-12-24,FINANCIAL INVESTMENT,184083.91,UPI,Investment
TXN004539,2026-03-05,MSEDCL ELECTRICITY BILL ONLINE,10205.83,UPI,Bills
TXN004540,2024-10-30,UPI RENTAL INCOME,18198.25,Credit Card,Income
TXN004541,2025-05-29,CHAAYOS INDIA,708.55,Debit Card,Food
TXN004542,2026-05-27,UBER AUTO,5398.96,Credit Card,Travel
TXN004543,2026-02-24,POS RENTAL INCOME,183725.38,Credit Card,Income
TXN004544,2024-06-15,ICLOUD STORAGE INDIA,1974.55,Wallet,Bills
TXN004545,2024-08-17,POS APARTMENT MAINTENANCE,2426.27,Wallet,Bills
TXN004546,2026-02-02,FIXED DEPOSIT PUNE,128563.67,Net Banking,Investment
TXN004547,2026-06-22,UPI UNKNOWN MERCHANT,9189.05,Debit Card,Other
TXN004548,2025-08-06,OnePlus Store,19665.0,Cash,Shopping
TXN004549,2026-06-05,ACT FIBERNET PUNE,1637.52,Debit Card,Bills
TXN004550,2024-06-01,GEEKSFORGEEKS COURSE #6851,84586.28,Credit Card,Education
TXN004551,2025-12-02,UPI OTHER TRANSACTION,1670.52,Net Banking,Other
TXN004552,2024-03-16,POS HACKERRANK PREMIUM,31864.25,Cash,Education
TXN004553,2024-05-28,SWIGGY BENGALURU INDIA,979.21,Net Banking,Food
TXN004554,2025-09-30,FUEL PURCHASE,4839.07,Debit Card,Fuel
TXN004555,2025-02-14,CHATGPT PLUS SUBSCRIPTION PUNE,8816.77,Net Banking,Bills
TXN004556,2024-06-09,STORAGE UNIT RENT INDIA,7997.63,Credit Card,Rent
TXN004557,2025-03-15,HP FUEL STATION ONLINE,3799.09,Net Banking,Fuel
TXN004558,2025-04-06,Upstox Investment,7358.67,Credit Card,Investment
TXN004559,2024-05-13,POS OTT SUBSCRIPTION,695.89,UPI,Entertainment
TXN004560,2025-02-19,UPI Received,231885.68,Debit Card,Income
TXN004561,2026-04-07,EV CHARGING STATION #3983,4209.88,Cash,Fuel
TXN004562,2025-09-22,KEM HOSPITAL,8093.15,UPI,Healthcare
TXN004563,2024-09-19,INCENTIVE CREDIT PUNE,223121.78,UPI,Income
TXN004564,2024-08-08,POS WALLET TRANSFER,7432.87,UPI,Other
TXN004565,2025-08-20,PETROL BUNK INDIA,2364.96,Wallet,Fuel
TXN004566,2024-06-03,HOUSE MAINTENANCE #7149,6289.54,Credit Card,Bills
TXN004567,2025-11-04,Room Rent,34058.43,Net Banking,Rent
TXN004568,2025-05-13,HOSTEL RENT ONLINE,16767.96,UPI,Rent
TXN004569,2024-05-27,UPI BOOK STORE,2308.63,Net Banking,Shopping
TXN004570,2026-05-08,ATM CASH WITHDRAWAL #4926,222.83,Debit Card,Other
TXN004571,2024-12-30,WOW! MOMO INDIA,1334.28,Credit Card,Food
TXN004572,2024-06-07,CHAAYOS,1270.97,Cash,Food
TXN004573,2026-02-02,BUILDING RENT ONLINE,31693.9,UPI,Rent
TXN004574,2024-09-19,Airtel Recharge,1841.79,Debit Card,Bills
TXN004575,2025-12-19,POS PERFORMANCE BONUS,187881.68,UPI,Income
TXN004576,2025-12-20,NEFT TRANSFER PUNE,609.71,Credit Card,Other
TXN004577,2024-08-10,POS OTT SUBSCRIPTION,234.33,UPI,Entertainment
TXN004578,2024-09-24,SWEET SHOP ONLINE,878.12,Credit Card,Food
TXN004579,2024-05-12,ANNUAL BONUS INDIA,218180.63,Net Banking,Income
TXN004580,2024-11-10,COLLEGE CANTEEN FEE INDIA,8459.5,Cash,Education
TXN004581,2024-12-24,SHELL PETROL PUMP #4401,382.89,Credit Card,Fuel
TXN004582,2025-12-23,Oven Story Pizza,556.65,Credit Card,Food
TXN004583,2025-07-21,MESS PAYMENT #7594,622.58,UPI,Food
TXN004584,2025-08-10,ADANI ELECTRICITY BILL,2139.95,Debit Card,Bills
TXN004585,2024-04-07,STATIONERY PURCHASE INDIA,70607.49,Wallet,Education
TXN004586,2025-10-19,CODING BLOCKS COURSE,74640.92,UPI,Education
TXN004587,2025-12-12,UNACADEMY SUBSCRIPTION ONLINE,3106.42,Debit Card,Education
TXN004588,2024-09-13,HOME DECOR PURCHASE #1309,20584.84,Credit Card,Shopping
TXN004589,2024-09-06,SOVEREIGN GOLD BOND,117086.25,UPI,Investment
TXN004590,2024-03-14,MARRIAGE GIFT ONLINE,5891.78,Credit Card,Other
TXN004591,2025-12-28,XBOX STORE PUNE,192.66,Net Banking,Entertainment
TXN004592,2026-01-17,TATA POWER BILL INDIA,3938.7,Wallet,Bills
TXN004593,2025-10-14,RAPIDO AUTO,3265.9,UPI,Travel
TXN004594,2024-12-21,HOSTEL RENT,7959.54,UPI,Rent
TXN004595,2025-06-13,STATIONERY PURCHASE PUNE,88322.17,UPI,Education
TXN004596,2026-03-26,LIC PREMIUM,55881.47,Debit Card,Investment
TXN004597,2026-02-04,CAB FUEL #6905,2614.52,Net Banking,Fuel
TXN004598,2025-11-14,Mall Purchase,16519.23,Credit Card,Shopping
TXN004599,2024-08-15,EPIC GAMES STORE PUNE,4882.5,Wallet,Entertainment
TXN004600,2025-10-19,PANTALOONS PUNE,4911.96,Net Banking,Shopping
TXN004601,2025-06-25,UPI PPF DEPOSIT,69328.66,Cash,Investment
TXN004602,2025-10-16,POS MISCELLANEOUS PAYMENT,7735.37,UPI,Other
TXN004603,2025-06-09,UPI CODING BLOCKS COURSE,85601.56,Wallet,Education
TXN004604,2025-05-15,Lease Payment,25722.98,Debit Card,Rent
TXN004605,2026-04-06,POS BHARAT GAS BOOKING,842.86,UPI,Bills
TXN004606,2025-02-13,Expressway Fuel,983.55,Credit Card,Fuel
TXN004607,2025-04-06,LIBRARY FEE,66510.33,UPI,Education
TXN004608,2024-04-09,VITAMIN SUPPLEMENTS #8502,7350.44,Debit Card,Healthcare
TXN004609,2024-11-17,SWIGGY UPI,1049.68,Cash,Food
TXN004610,2025-12-03,ELECTRICITY RECHARGE PUNE,5893.46,Credit Card,Bills
TXN004611,2026-04-23,POS STUDIO APARTMENT RENT,29815.29,Debit Card,Rent
TXN004612,2025-01-19,RENTAL AGREEMENT PAYMENT PUNE,38095.68,UPI,Rent
TXN004613,2024-01-01,TRAINING PROGRAM INDIA,49682.82,Debit Card,Education
TXN004614,2025-06-03,CLOUD STORAGE SUBSCRIPTION ONLINE,10262.18,Net Banking,Bills
TXN004615,2025-10-31,IRCTC TICKET,4241.75,Debit Card,Travel
TXN004616,2024-08-24,UPI MEDPLUS PHARMACY,9620.05,Wallet,Healthcare
TXN004617,2024-09-06,Highway Toll,6265.28,UPI,Travel
