Transaction_ID,Date,Description,Amount,Payment_Method,Category,clean_description,merchant,day_of_week
TXN005854,2024-10-14,PUNJABI DHABA,1220.94,UPI,Food,punjabi dhaba,punjabi,0
TXN005855,2024-12-02,ZOMATO ORDER #3944,598.66,Net Banking,Food,zomato order,zomato,0
TXN005856,2024-11-14,POS CASHBACK RECEIVED,180774.84,Debit Card,Income,pos cashback received,cashback,3
TXN005857,2024-03-17,KITCHEN APPLIANCES ONLINE,17317.44,Debit Card,Shopping,kitchen appliances online,kitchen,6
TXN005858,2024-12-11,SPICEJET FLIGHT ONLINE,7773.81,UPI,Travel,spicejet flight online,spicejet,2
TXN005859,2024-10-11,POS NPTEL COURSE,75622.4,UPI,Education,pos nptel course,nptel,4
TXN005860,2024-12-01,PIZZA HUT INDIA,621.24,UPI,Food,pizza hut india,pizza,6
TXN005861,2024-03-01,LEASE PAYMENT,24493.08,Wallet,Rent,lease payment,lease,4
TXN005862,2024-03-27,BABY CARE PUNE,4196.55,Net Banking,Other,baby care pune,baby,2
TXN005863,2024-07-04,LOCAL RESTAURANT INDIA,987.79,Debit Card,Food,local restaurant india,local,3
TXN005864,2026-06-10,POS MESS PAYMENT,257.83,Credit Card,Food,pos mess payment,mess,2
TXN005865,2024-01-27,UPI APPLE STORE,15501.99,UPI,Shopping,upi apple store,apple,5
TXN005866,2024-08-11,POS MOVIE TICKET,4992.95,UPI,Entertainment,pos movie ticket,movie,6
TXN005867,2025-06-20,RENTAL PAYMENT,14762.49,Net Banking,Rent,rental payment,rental,4
TXN005868,2024-05-29,BUSINESS INCOME PUNE,188653.67,Net Banking,Income,business income pune,business,2
TXN005869,2024-02-27,Coding Ninjas Course,73734.13,Wallet,Education,coding ninjas course,coding,1
TXN005870,2026-05-18,Bowling Alley,1085.87,Net Banking,Entertainment,bowling alley,bowling,0
TXN005871,2026-06-14,POS ADVANCE RENT,35437.78,Wallet,Rent,pos advance rent,advance,6
TXN005872,2024-06-22,Amusement Park,4500.63,Credit Card,Entertainment,amusement park,amusement,5
TXN005873,2024-10-12,Netflix Renewal,2034.52,Wallet,Entertainment,netflix renewal,netflix,5
TXN005874,2025-08-27,UBER RIDE ONLINE,5992.26,Credit Card,Travel,uber ride online,uber,2
TXN005875,2025-05-18,PARKING SPACE RENT ONLINE,15722.36,Cash,Rent,parking space rent online,parking,6
TXN005876,2024-01-23,TAX REFUND PUNE,133955.15,UPI,Income,tax refund pune,tax,1
TXN005877,2026-01-14,UPI BLOOD TEST,8242.66,Debit Card,Healthcare,upi blood test,blood,2
TXN005878,2025-10-04,RENTAL AGREEMENT PAYMENT ONLINE,14629.93,UPI,Rent,rental agreement payment online,rental,5
TXN005879,2025-05-17,CAPITAL INVESTMENT INDIA,90684.28,Net Banking,Investment,capital investment india,capital,5
TXN005880,2024-11-11,AWS CERTIFICATION EXAM ONLINE,38629.98,Wallet,Education,aws certification exam online,aws,0
TXN005881,2025-08-12,UPI PASSPORT FEE,8571.66,UPI,Other,upi passport fee,passport,1
TXN005882,2026-05-05,UPI CHARGEZONE EV,323.38,Cash,Fuel,upi chargezone ev,chargezone,1
TXN005883,2024-11-09,DELHI METRO INDIA,4127.24,Net Banking,Travel,delhi metro india,delhi,5
TXN005884,2025-02-03,SPENCER'S RETAIL #5115,9204.92,Cash,Shopping,spencer s retail,spencer,0
TXN005885,2025-01-11,PARKING SPACE RENT ONLINE,47654.73,Net Banking,Rent,parking space rent online,parking,5
TXN005886,2025-07-13,AWS Certification Exam,45876.86,UPI,Education,aws certification exam,aws,6
TXN005887,2024-02-20,DOCUMENT CHARGES ONLINE,1170.65,Debit Card,Other,document charges online,document,1
TXN005888,2026-04-28,POS CODING BLOCKS COURSE,94363.52,Credit Card,Education,pos coding blocks course,coding,1
TXN005889,2025-08-26,CHAI PUNE,951.71,Wallet,Food,chai pune,chai,1
TXN005890,2025-10-27,FURNITURE PURCHASE INDIA,20370.28,Credit Card,Shopping,furniture purchase india,furniture,0
TXN005891,2025-03-30,DOMINO'S PIZZA #1607,806.64,Debit Card,Food,domino s pizza,domino,6
TXN005892,2026-06-06,PROPERTY TAX PUNE,6617.75,Net Banking,Bills,property tax pune,property,5
TXN005893,2026-06-22,CODING BLOCKS COURSE ONLINE,53319.83,UPI,Education,coding blocks course online,coding,0
TXN005894,2025-09-13,POS VITAMIN SUPPLEMENTS,5563.64,Wallet,Healthcare,pos vitamin supplements,vitamin,5
TXN005895,2025-07-04,DIESEL PUMP ONLINE,1985.43,UPI,Fuel,diesel pump online,diesel,4
TXN005896,2024-06-05,MCDONALD'S #7367,171.95,UPI,Food,mcdonald s,mcdonald,2
TXN005897,2026-01-06,HOSTEL RENT ONLINE,28114.63,UPI,Rent,hostel rent online,hostel,1
TXN005898,2025-08-16,PROJECT PAYMENT INDIA,82664.64,Net Banking,Income,project payment india,project,5
TXN005899,2025-01-18,HIGHWAY TOLL ONLINE,5849.52,Wallet,Travel,highway toll online,highway,5
TXN005900,2024-02-28,RECURRING DEPOSIT #5318,8158.93,UPI,Investment,recurring deposit,recurring,2
TXN005901,2026-05-01,AIR INDIA FLIGHT INDIA,2266.03,Net Banking,Travel,air india flight india,air,4
TXN005902,2024-12-23,UPI MEDICAL EQUIPMENT,13763.02,Wallet,Healthcare,upi medical equipment,medical,0
TXN005903,2025-03-29,INVESTMENT TRANSFER #3307,37812.92,Net Banking,Investment,investment transfer,investment,5
TXN005904,2026-03-01,UPI COMMERCIAL RENT,39261.48,Cash,Rent,upi commercial rent,commercial,6
TXN005905,2024-12-08,POS TEXTBOOK PURCHASE,89809.69,Wallet,Education,pos textbook purchase,textbook,6
TXN005906,2024-10-03,HOTEL BOOKING PUNE,4948.77,Net Banking,Travel,hotel booking pune,hotel,3
TXN005907,2024-12-31,INOX CINEMAS INDIA,2241.52,Cash,Entertainment,inox cinemas india,inox,1
TXN005908,2025-10-03,PROPERTY LEASE ONLINE,12833.64,Net Banking,Rent,property lease online,property,4
TXN005909,2026-05-01,SERVICE CHARGE PUNE,9498.61,Debit Card,Other,service charge pune,service,4
TXN005910,2025-11-16,CAB BOOKING INDIA,2222.45,Wallet,Travel,cab booking india,cab,6
TXN005911,2025-09-04,CAPITAL INVESTMENT,63699.48,Cash,Investment,capital investment,capital,3
TXN005912,2025-03-31,POS LOCAL TRAIN TICKET,728.21,Credit Card,Travel,pos local train ticket,local,0
TXN005913,2024-10-27,UPI SHOP RENT,46020.12,UPI,Rent,upi shop rent,shop,6
TXN005914,2024-12-08,SECURITY DEPOSIT,15969.86,Net Banking,Rent,security deposit,security,6
TXN005915,2025-07-22,GOOGLE PLAY PURCHASE,2001.58,Net Banking,Entertainment,google play purchase,google,1
TXN005916,2025-10-19,CONFERENCE REGISTRATION PUNE,84377.37,Credit Card,Education,conference registration pune,conference,6
TXN005917,2026-01-29,UPI WEEKEND MOVIE,2476.8,Cash,Entertainment,upi weekend movie,weekend,3
TXN005918,2024-12-27,OTHER TRANSACTION PUNE,7374.24,Debit Card,Other,other transaction pune,other,4
TXN005919,2026-04-01,STORAGE UNIT RENT PUNE,35068.37,Credit Card,Rent,storage unit rent pune,storage,2
TXN005920,2025-11-11,POS BABY CARE,355.29,Wallet,Other,pos baby care,baby,1
TXN005921,2026-03-20,ARCADE GAMES #4705,382.33,Debit Card,Entertainment,arcade games,arcade,4
TXN005922,2025-05-30,GEEKSFORGEEKS COURSE ONLINE,28001.04,Cash,Education,geeksforgeeks course online,geeksforgeeks,4
TXN005923,2026-06-14,POS CAPITAL INVESTMENT,86001.09,Debit Card,Investment,pos capital investment,capital,6
TXN005924,2025-01-29,GOOGLE PLAY PURCHASE PUNE,2626.58,Debit Card,Entertainment,google play purchase pune,google,2
TXN005925,2025-01-15,MRI SCAN,1698.1,Debit Card,Healthcare,mri scan,mri,2
TXN005926,2026-04-28,UPI MENTAL HEALTH CONSULTATION,9773.67,Wallet,Healthcare,upi mental health consultation,mental,1
TXN005927,2025-01-29,PHARMEASY ORDER INDIA,3462.3,Cash,Healthcare,pharmeasy order india,pharmeasy,2
TXN005928,2024-06-05,POS MEDICAL EQUIPMENT,7775.77,UPI,Healthcare,pos medical equipment,medical,2
TXN005929,2024-07-13,INVESTMENT TRANSFER PUNE,125744.08,Cash,Investment,investment transfer pune,investment,5
TXN005930,2024-11-13,POS JIO RECHARGE,438.3,Debit Card,Bills,pos jio recharge,jio,2
TXN005931,2025-06-20,UPI EQUITY INVESTMENT,151039.68,Net Banking,Investment,upi equity investment,equity,4
TXN005932,2025-07-22,Domino's Pizza,273.1,Wallet,Food,domino s pizza,domino,1
TXN005933,2024-07-03,UPI UPI RECEIVED,197401.77,Credit Card,Income,upi upi received,received,2
TXN005934,2026-06-06,CASH WITHDRAWAL PUNE,3799.26,Wallet,Other,cash withdrawal pune,cash,5
TXN005935,2025-10-09,SOVEREIGN GOLD BOND PUNE,33942.95,UPI,Investment,sovereign gold bond pune,sovereign,3
TXN005936,2026-02-21,COMMERCIAL RENT ONLINE,11254.51,UPI,Rent,commercial rent online,commercial,5
TXN005937,2025-07-19,UPI BURGER KING,159.98,Credit Card,Food,upi burger king,burger,5
TXN005938,2024-11-22,UPI LAPTOP PURCHASE,24814.73,Debit Card,Shopping,upi laptop purchase,laptop,4
TXN005939,2024-07-31,NEFT CREDIT ONLINE,46370.83,Net Banking,Income,neft credit online,credit,2
TXN005940,2024-11-25,UPI DRY CLEANING,402.82,Cash,Other,upi dry cleaning,dry,0
TXN005941,2025-06-27,POS MICROSOFT CERTIFICATION EXAM,76866.62,Wallet,Education,pos microsoft certification exam,microsoft,4
TXN005942,2024-10-04,CLINIC CONSULTATION INDIA,14221.93,Wallet,Healthcare,clinic consultation india,clinic,4
TXN005943,2024-08-20,SHOP RENT ONLINE,22248.53,Wallet,Rent,shop rent online,shop,1
TXN005944,2024-04-28,POS CASHBACK RECEIVED,135214.39,Wallet,Income,pos cashback received,cashback,6
TXN005945,2026-01-08,BOOK STORE ONLINE,19004.08,Wallet,Shopping,book store online,book,3
TXN005946,2024-12-26,COMMISSION CREDIT,56757.94,UPI,Income,commission credit,commission,3
TXN005947,2025-09-15,PROJECT PAYMENT PUNE,25884.6,Credit Card,Income,project payment pune,project,0
TXN005948,2025-01-10,COURIER CHARGES PUNE,6909.63,Wallet,Other,courier charges pune,courier,4
TXN005949,2025-12-11,POS INVESTMENT PLAN,132540.68,Wallet,Investment,pos investment plan,investment,3
TXN005950,2026-04-15,chai,896.43,Net Banking,Food,chai,chai,2
TXN005951,2024-05-09,POS LAUNDRY SERVICE,7413.7,Debit Card,Other,pos laundry service,laundry,3
TXN005952,2024-02-01,PUNE METRO #9194,5511.57,Net Banking,Travel,pune metro,pune,3
TXN005953,2025-06-08,GYNECOLOGY CONSULTATION #4585,2673.59,UPI,Healthcare,gynecology consultation,gynecology,6
TXN005954,2025-12-27,STUDIO APARTMENT RENT PUNE,15457.45,Credit Card,Rent,studio apartment rent pune,studio,5
TXN005955,2024-09-20,TRAVEL AGENCY #6346,1779.25,Net Banking,Travel,travel agency,travel,4
TXN005956,2024-02-23,IMPS Credit,243926.7,Wallet,Income,imps credit,credit,4
TXN005957,2025-03-21,HEALTH INSURANCE PREMIUM #6457,12119.19,Cash,Healthcare,health insurance premium,health,4
TXN005958,2025-09-24,CHARGEZONE EV INDIA,4064.86,Cash,Fuel,chargezone ev india,chargezone,2
TXN005959,2026-06-27,RESIDENTIAL RENT PUNE,22378.11,Credit Card,Rent,residential rent pune,residential,5
TXN005960,2024-02-16,IMPS CREDIT,219326.63,Wallet,Income,imps credit,credit,4
TXN005961,2025-12-22,POS ORTHOPEDIC CONSULTATION,4819.27,Net Banking,Healthcare,pos orthopedic consultation,orthopedic,0
TXN005962,2025-03-18,POS HOUSE CLEANING,8688.42,Credit Card,Other,pos house cleaning,house,1
TXN005963,2026-05-10,UPI TRUCK FUEL,1360.43,Wallet,Fuel,upi truck fuel,truck,6
TXN005964,2024-06-18,RENTAL PAYMENT PUNE,14967.91,Debit Card,Rent,rental payment pune,rental,1
TXN005965,2025-04-05,NIKE STORE INDIA,14404.97,Cash,Shopping,nike store india,nike,5
TXN005966,2025-11-03,Investment Transfer,132261.48,Net Banking,Investment,investment transfer,investment,0
TXN005967,2024-01-06,UPI SPOTIFY PREMIUM,2403.05,Credit Card,Entertainment,upi spotify premium,spotify,5
TXN005968,2026-01-23,FLAT RENT,26941.42,Cash,Rent,flat rent,flat,4
TXN005969,2024-12-12,FLIPKART ONLINE,9568.42,Wallet,Shopping,flipkart online,flipkart,3
TXN005970,2024-10-23,TEMPLE DONATION ONLINE,3591.33,Cash,Other,temple donation online,temple,2
TXN005971,2025-07-09,POS SEMESTER FEE,2521.41,UPI,Education,pos semester fee,semester,2
TXN005972,2025-06-19,Decathlon,17057.53,Credit Card,Shopping,decathlon,decathlon,3
TXN005973,2025-06-27,ABHIBUS BOOKING #1598,2639.56,Cash,Travel,abhibus booking,abhibus,4
TXN005974,2024-02-20,CONFERENCE REGISTRATION,32035.18,Cash,Education,conference registration,conference,1
TXN005975,2025-04-06,FASHION SHOPPING PUNE,6346.32,Wallet,Shopping,fashion shopping pune,fashion,6
TXN005976,2024-05-31,WATCH PURCHASE #9503,10489.51,Wallet,Shopping,watch purchase,watch,4
TXN005977,2025-05-01,NYKAA #5944,13917.77,Wallet,Shopping,nykaa,nykaa,3
TXN005978,2025-12-11,ACT FIBERNET INDIA,7181.8,UPI,Bills,act fibernet india,act,3
TXN005979,2026-03-26,NETFLIX SUBSCRIPTION ONLINE,4532.74,UPI,Entertainment,netflix subscription online,netflix,3
TXN005980,2024-09-06,POS NAYARA ENERGY FUEL,4530.29,Credit Card,Fuel,pos nayara energy fuel,nayara,4
TXN005981,2024-07-14,POS JEHANGIR HOSPITAL,2261.86,Credit Card,Healthcare,pos jehangir hospital,jehangir,6
TXN005982,2025-04-26,UPI UNACADEMY SUBSCRIPTION,44407.47,UPI,Education,upi unacademy subscription,unacademy,5
TXN005983,2024-07-08,POS WATER BILL,5269.75,Wallet,Bills,pos water bill,water,0
TXN005984,2025-01-16,ECG TEST PUNE,12070.12,UPI,Healthcare,ecg test pune,ecg,3
TXN005985,2025-09-22,APARTMENT MAINTENANCE ONLINE,8640.59,Cash,Bills,apartment maintenance online,apartment,0
TXN005986,2026-04-07,UPI DIESEL PUMP,751.48,Cash,Fuel,upi diesel pump,diesel,1
TXN005987,2024-05-24,JIO FIBER BILL ONLINE,9999.08,Credit Card,Bills,jio fiber bill online,jio,4
TXN005988,2024-05-08,SONY LIV SUBSCRIPTION INDIA,3704.75,Wallet,Entertainment,sony liv subscription india,sony,2
TXN005989,2026-03-29,CNG Refill,3664.91,Net Banking,Fuel,cng refill,cng,6
TXN005990,2024-06-16,BOOKMYSHOW MOVIE INDIA,742.31,UPI,Entertainment,bookmyshow movie india,bookmyshow,6
TXN005991,2024-12-26,LEETCODE PREMIUM ONLINE,52818.95,Wallet,Education,leetcode premium online,leetcode,3
TXN005992,2024-07-21,JIOSAAVN PRO INDIA,4638.7,Credit Card,Entertainment,jiosaavn pro india,jiosaavn,6
TXN005993,2026-05-09,STOCK PURCHASE #6894,8707.92,Cash,Investment,stock purchase,stock,5
TXN005994,2025-02-26,CHEQUE DEPOSIT INDIA,6839.13,Cash,Other,cheque deposit india,cheque,2
TXN005995,2024-07-01,POS ONEPLUS STORE,21178.4,Net Banking,Shopping,pos oneplus store,oneplus,0
TXN005996,2026-04-05,RENTAL INCOME ONLINE,246478.17,Cash,Income,rental income online,rental,6
TXN005997,2024-06-15,MEDICINE PURCHASE,1456.2,Net Banking,Healthcare,medicine purchase,medicine,5
TXN005998,2024-07-02,ELECTRICITY BILL #2572,3829.83,Debit Card,Bills,electricity bill,electricity,1
TXN005999,2024-01-31,WALLET TRANSFER INDIA,3924.23,Cash,Other,wallet transfer india,wallet,2
TXN006000,2024-08-26,SHOP RENT ONLINE,42003.89,Net Banking,Rent,shop rent online,shop,0
TXN006001,2025-04-07,RESIDENTIAL RENT PUNE,36382.5,Wallet,Rent,residential rent pune,residential,0
TXN006002,2024-06-07,NPS CONTRIBUTION,108847.61,UPI,Investment,nps contribution,nps,4
TXN006003,2024-05-16,FLAT RENT PUNE,49599.0,Debit Card,Rent,flat rent pune,flat,3
TXN006004,2025-02-09,UPI MYNTRA,10053.84,UPI,Shopping,upi myntra,myntra,6
TXN006005,2025-10-24,POS TENANT RENT,28022.41,Debit Card,Rent,pos tenant rent,tenant,4
TXN006006,2025-06-18,MICROSOFT CERTIFICATION EXAM ONLINE,41907.89,Debit Card,Education,microsoft certification exam online,microsoft,2
TXN006007,2025-04-02,VILLA RENT PUNE,27476.84,Debit Card,Rent,villa rent pune,villa,2
TXN006008,2024-02-18,AIIMS Consultation,2962.29,Net Banking,Healthcare,aiims consultation,aiims,6
TXN006009,2025-09-19,Monthly Rent,10040.91,UPI,Rent,monthly rent,monthly,4
TXN006010,2026-06-05,APARTMENT RENT,5436.89,UPI,Rent,apartment rent,apartment,4
TXN006011,2025-06-01,UPI DISH TV RECHARGE,4086.53,UPI,Bills,upi dish tv recharge,dish,6
TXN006012,2026-02-21,DIAGNOSTIC LAB INDIA,6347.14,Cash,Healthcare,diagnostic lab india,diagnostic,5
TXN006013,2025-12-31,BSNL RECHARGE INDIA,5506.73,Cash,Bills,bsnl recharge india,bsnl,2
TXN006014,2025-02-02,GOOGLE ADSENSE PAYMENT INDIA,109318.07,UPI,Income,google adsense payment india,google,6
TXN006015,2025-10-11,CARNIVAL CINEMAS ONLINE,3396.5,Wallet,Entertainment,carnival cinemas online,carnival,5
TXN006016,2024-08-26,UPI GAS STATION,518.05,Debit Card,Fuel,upi gas station,gas,0
TXN006017,2025-09-21,Hathway Broadband,8111.7,Debit Card,Bills,hathway broadband,hathway,6
TXN006018,2024-12-04,BUS FUEL INDIA,1495.34,Net Banking,Fuel,bus fuel india,bus,2
TXN006019,2024-03-16,POS FUEL CARD PAYMENT,4841.12,Debit Card,Fuel,pos fuel card payment,fuel,5
TXN006020,2025-08-29,BREAKFAST EXPENSE,601.49,Debit Card,Food,breakfast expense,breakfast,4
TXN006021,2025-02-17,Project Payment,228162.91,Debit Card,Income,project payment,project,0
TXN006022,2025-05-09,FUEL PURCHASE,984.94,Wallet,Fuel,fuel purchase,fuel,4
TXN006023,2025-02-26,POS GROWW INVESTMENT,89485.24,Debit Card,Investment,pos groww investment,groww,2
TXN006024,2026-02-10,General Physician,12574.18,Cash,Healthcare,general physician,general,1
TXN006025,2024-12-12,FUEL FOR TRIP PUNE,141.59,Debit Card,Travel,fuel for trip pune,fuel,3
TXN006026,2024-04-10,Scooter Fuel,3828.34,Credit Card,Fuel,scooter fuel,scooter,2
TXN006027,2025-03-23,UPI EV CHARGING STATION,1852.74,Credit Card,Fuel,upi ev charging station,ev,6
TXN006028,2024-06-05,Oracle Certification,62383.81,Cash,Education,oracle certification,oracle,2
TXN006029,2024-07-30,H&M INDIA #5793,16148.94,Cash,Shopping,h m india,h,1
TXN006030,2024-02-10,SHOP RENT ONLINE,32624.6,UPI,Rent,shop rent online,shop,5
TXN006031,2024-01-04,PETROL BUNK,1956.06,Debit Card,Fuel,petrol bunk,petrol,3
TXN006032,2024-12-06,UPI MICROSOFT CERTIFICATION EXAM,67521.01,Credit Card,Education,upi microsoft certification exam,microsoft,4
TXN006033,2025-08-01,ECG TEST INDIA,7147.11,Net Banking,Healthcare,ecg test india,ecg,4
TXN006034,2024-02-19,MEDICAL EXPENSES ONLINE,10753.69,UPI,Healthcare,medical expenses online,medical,0
TXN006035,2024-09-03,UPI PROCESSING FEE,4307.25,Debit Card,Other,upi processing fee,processing,1
TXN006036,2026-04-13,OVEN STORY PIZZA #5278,597.14,UPI,Food,oven story pizza,oven,0
TXN006037,2025-01-22,UTILITY BILL PAYMENT,7089.33,Net Banking,Bills,utility bill payment,utility,2
TXN006038,2024-02-15,ETHEREUM INVESTMENT #2221,144921.62,Credit Card,Investment,ethereum investment,ethereum,3
TXN006039,2024-10-18,CLINIC CONSULTATION,6662.18,Wallet,Healthcare,clinic consultation,clinic,4
TXN006040,2024-04-12,HP GAS BOOKING #4309,2331.2,Wallet,Bills,hp gas booking,hp,4
TXN006041,2024-12-14,HIGHWAY TOLL INDIA,5301.94,Debit Card,Travel,highway toll india,highway,5
TXN006042,2026-02-23,LIBRARY FEE PUNE,92344.05,Cash,Education,library fee pune,library,0
TXN006043,2025-10-16,POS ONLINE COURSE PURCHASE,61271.38,Debit Card,Education,pos online course purchase,online,3
TXN006044,2026-05-15,BUS FUEL PUNE,2404.93,Wallet,Fuel,bus fuel pune,bus,4
TXN006045,2026-01-06,POS ZUDIO,14880.72,Net Banking,Shopping,pos zudio,zudio,1
TXN006046,2025-02-22,AKASA AIR TICKET ONLINE,5644.37,Wallet,Travel,akasa air ticket online,akasa,5
TXN006047,2025-06-25,UPI DONATION,5619.12,Debit Card,Other,upi donation,donation,2
TXN006048,2026-02-02,GENERAL EXPENSE PUNE,520.94,Cash,Other,general expense pune,general,0
TXN006049,2025-02-19,Flat Rent,41463.49,Cash,Rent,flat rent,flat,2
TXN006050,2024-02-15,BASKIN ROBBINS ONLINE,691.76,Wallet,Food,baskin robbins online,baskin,3
TXN006051,2025-02-14,UNACADEMY SUBSCRIPTION ONLINE,80021.38,UPI,Education,unacademy subscription online,unacademy,4
TXN006052,2024-10-30,ATHER GRID CHARGING #5526,770.1,Net Banking,Fuel,ather grid charging,ather,2
TXN006053,2026-05-20,YOUTUBE REVENUE,48498.14,Cash,Income,youtube revenue,youtube,2
TXN006054,2025-11-13,Epic Games Store,3163.11,Net Banking,Entertainment,epic games store,epic,3
TXN006055,2024-04-14,OTT SUBSCRIPTION,3998.61,UPI,Entertainment,ott subscription,ott,6
TXN006056,2024-08-18,CASHBACK RECEIVED INDIA,103461.68,Debit Card,Income,cashback received india,cashback,6
TXN006057,2025-02-27,Exam Registration Fee,56716.62,Net Banking,Education,exam registration fee,exam,3
TXN006058,2026-01-31,CHATGPT PLUS SUBSCRIPTION PUNE,9113.17,Net Banking,Bills,chatgpt plus subscription pune,chatgpt,5
TXN006059,2024-01-25,ELECTRONICS PURCHASE PUNE,20492.33,Wallet,Shopping,electronics purchase pune,electronics,3
TXN006060,2024-04-05,Annual Membership Fee,7112.9,UPI,Other,annual membership fee,annual,4
TXN006061,2024-09-04,HOME REPAIR #4745,2001.11,Credit Card,Other,home repair,home,2
TXN006062,2025-02-19,UPI PROPERTY TAX,5619.22,Debit Card,Bills,upi property tax,property,2
TXN006063,2025-03-11,NEFT TRANSFER ONLINE,871.46,Credit Card,Other,neft transfer online,transfer,1
TXN006064,2025-04-25,NETFLIX SUBSCRIPTION INDIA,4106.79,UPI,Entertainment,netflix subscription india,netflix,4
TXN006065,2024-03-12,UPI EV CHARGING STATION,2934.82,Debit Card,Fuel,upi ev charging station,ev,1
TXN006066,2026-01-02,INOX CINEMAS ONLINE,1171.52,Cash,Entertainment,inox cinemas online,inox,4
TXN006067,2025-04-06,Incentive Credit,245458.87,Wallet,Income,incentive credit,incentive,6
TXN006068,2025-12-17,POS CLINIC CONSULTATION,10750.93,UPI,Healthcare,pos clinic consultation,clinic,2
TXN006069,2026-04-09,Monthly Rent,45546.32,Debit Card,Rent,monthly rent,monthly,3
TXN006070,2025-10-15,UPI RECEIVED ONLINE,38819.38,Net Banking,Income,upi received online,received,2
TXN006071,2024-06-10,LABORATORY FEE INDIA,32901.44,Net Banking,Education,laboratory fee india,laboratory,0
TXN006072,2025-02-27,RESEARCH PAPER PUBLICATION FEE,8406.14,Debit Card,Education,research paper publication fee,research,3
TXN006073,2025-08-23,NAYARA ENERGY FUEL #8423,2321.58,Wallet,Fuel,nayara energy fuel,nayara,5
TXN006074,2026-06-09,HACKERRANK PREMIUM INDIA,96626.86,Cash,Education,hackerrank premium india,hackerrank,1
TXN006075,2025-02-26,LONG DRIVE FUEL INDIA,967.72,Wallet,Fuel,long drive fuel india,long,2
TXN006076,2024-09-26,POS CAB BOOKING,2089.01,Debit Card,Travel,pos cab booking,cab,3
TXN006077,2025-07-28,POS WORKSHOP REGISTRATION,93376.87,Cash,Education,pos workshop registration,workshop,0
TXN006078,2025-04-11,UPI STORAGE UNIT RENT,10399.08,Wallet,Rent,upi storage unit rent,storage,4
TXN006079,2025-04-24,MONTHLY RENT ONLINE,25892.34,UPI,Rent,monthly rent online,monthly,3
TXN006080,2025-04-08,AFFILIATE INCOME ONLINE,109835.09,UPI,Income,affiliate income online,affiliate,1
TXN006081,2024-05-05,DOMINO'S PIZZA ONLINE,929.38,Cash,Food,domino s pizza online,domino,6
TXN006082,2024-03-02,Apple App Store,2117.58,Cash,Entertainment,apple app store,apple,5
TXN006083,2024-04-03,UNKNOWN MERCHANT INDIA,9858.45,Net Banking,Other,unknown merchant india,unknown,2
TXN006084,2024-06-12,CODECHEF SUBSCRIPTION INDIA,6978.45,Wallet,Education,codechef subscription india,codechef,2
TXN006085,2024-12-23,SAGAR RATNA PUNE,490.09,Credit Card,Food,sagar ratna pune,sagar,0
TXN006086,2025-10-06,Affiliate Income,93958.89,Debit Card,Income,affiliate income,affiliate,0
TXN006087,2024-01-02,Angel One Investment,185221.69,Wallet,Investment,angel one investment,angel,1
TXN006088,2026-06-17,POS NPTEL COURSE,12417.0,Net Banking,Education,pos nptel course,nptel,2
TXN006089,2024-05-01,ARCADE GAMES ONLINE,3884.65,Net Banking,Entertainment,arcade games online,arcade,2
TXN006090,2026-01-26,POS WATER PARK ENTRY,1857.72,Credit Card,Entertainment,pos water park entry,water,0
TXN006091,2026-04-21,POS WALLET TRANSFER,1753.55,Credit Card,Other,pos wallet transfer,wallet,1
TXN006092,2025-09-26,ANGEL ONE INVESTMENT ONLINE,100167.34,Credit Card,Investment,angel one investment online,angel,4
TXN006093,2024-05-26,KFC,1262.05,Wallet,Food,kfc,kfc,6
TXN006094,2026-06-16,SWIGGY BENGALURU PUNE,734.47,Cash,Food,swiggy bengaluru pune,swiggy,1
TXN006095,2024-09-26,ORACLE CERTIFICATION #8148,22894.71,Cash,Education,oracle certification,oracle,3
TXN006096,2025-09-26,UPI CAR FUEL,793.01,UPI,Fuel,upi car fuel,car,4
TXN006097,2025-04-13,UPI APPLE MUSIC,4781.71,Debit Card,Entertainment,upi apple music,apple,6
TXN006098,2025-05-26,STATIONERY PURCHASE #5624,36283.81,Net Banking,Education,stationery purchase,stationery,0
TXN006099,2025-01-21,PREMIUM PETROL ONLINE,3788.41,Debit Card,Fuel,premium petrol online,premium,1
TXN006100,2024-03-12,ZOMATO UPI ONLINE,969.51,Wallet,Food,zomato upi online,zomato,1
TXN006101,2024-05-10,POS BROADBAND BILL,10932.32,Debit Card,Bills,pos broadband bill,broadband,4
TXN006102,2025-04-16,POS MOVIE TICKET,2317.02,UPI,Entertainment,pos movie ticket,movie,2
TXN006103,2026-01-26,SONY LIV SUBSCRIPTION #2714,880.86,Credit Card,Entertainment,sony liv subscription,sony,0
TXN006104,2024-04-07,MONTHLY RENT #4362,15767.04,Debit Card,Rent,monthly rent,monthly,6
TXN006105,2024-06-14,TENANT RENT INDIA,38285.74,Cash,Rent,tenant rent india,tenant,4
TXN006106,2024-11-26,CT SCAN ONLINE,1514.27,Debit Card,Healthcare,ct scan online,ct,1
TXN006107,2024-10-31,Share Market Investment,158992.66,Wallet,Investment,share market investment,share,3
TXN006108,2025-07-18,THEOBROMA INDIA,484.78,UPI,Food,theobroma india,theobroma,4
TXN006109,2024-01-09,UPI NATURAL ICE CREAM,1424.93,Cash,Food,upi natural ice cream,natural,1
TXN006110,2025-04-28,NEFT Transfer,4828.65,UPI,Other,neft transfer,transfer,0
TXN006111,2024-10-12,UPI SNACKS PURCHASE,994.2,Credit Card,Food,upi snacks purchase,snacks,5
